ParticipantBlock,pid,Analyze,GROUPID_block,GROUPID,schoolID,teamID,School,Team,Block,TeamBlock,Role,FullPath_gaze,FullPath_fixations,FullPath_partners-M,FullPath_partners-C,FullPath_PP-C,FullPath_PP-M,FullPath_225ms-time-series-RAW,225ms-time-series-RAW,FullPath_225ms-time-series-FIXATIONS,225ms-time-series-FIXATIONS
CPS2-CU-T64-PB-Transfer,CPS2-CU-T64-PB,yes,2064Transfer,2064,20,64,CU,T64,Transfer,T64Transfer,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T64-PB-Transfer-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T64-PB-Transfer-fixations.csv,,,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2064-Transfer-CPS2-CU-T64-PB-225ms-RAW.csv,2064-Transfer-CPS2-CU-T64-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2064-Transfer-CPS2-CU-T64-PB-225ms-FIXATIONS.csv,2064-Transfer-CPS2-CU-T64-PB-225ms-FIXATIONS.csv
CPS2-ASU-T26-PB-ExpBlock1,CPS2-ASU-T26-PB,yes,1026ExpBlock1,1026,10,26,ASU,T26,ExpBlock1,T26ExpBlock1,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T26-PB-ExpBlock1-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T26-PB-ExpBlock1-fixations.csv,,,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1026-ExpBlock1-CPS2-ASU-T26-PB-225ms-RAW.csv,1026-ExpBlock1-CPS2-ASU-T26-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1026-ExpBlock1-CPS2-ASU-T26-PB-225ms-FIXATIONS.csv,1026-ExpBlock1-CPS2-ASU-T26-PB-225ms-FIXATIONS.csv
CPS2-ASU-T53-PA-ExpBlock2,CPS2-ASU-T53-PA,yes,1053ExpBlock2,1053,10,53,ASU,T53,ExpBlock2,T53ExpBlock2,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T53-PA-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T53-PA-ExpBlock2-fixations.csv,,,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1053-ExpBlock2-CPS2-ASU-T53-PA-225ms-RAW.csv,1053-ExpBlock2-CPS2-ASU-T53-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1053-ExpBlock2-CPS2-ASU-T53-PA-225ms-FIXATIONS.csv,1053-ExpBlock2-CPS2-ASU-T53-PA-225ms-FIXATIONS.csv
CPS2-ASU-T88-PD-ExpBlock1,CPS2-ASU-T88-PD,yes,1088ExpBlock1,1088,10,88,ASU,T88,ExpBlock1,T88ExpBlock1,PD,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T88-PD-ExpBlock1-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T88-PD-ExpBlock1-fixations.csv,,,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1088-ExpBlock1-CPS2-ASU-T88-PD-225ms-RAW.csv,1088-ExpBlock1-CPS2-ASU-T88-PD-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1088-ExpBlock1-CPS2-ASU-T88-PD-225ms-FIXATIONS.csv,1088-ExpBlock1-CPS2-ASU-T88-PD-225ms-FIXATIONS.csv
CPS2-CU-T49-PB-ExpBlock2,CPS2-CU-T49-PB,yes,2049ExpBlock2,2049,20,49,CU,T49,ExpBlock2,T49ExpBlock2,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T49-PB-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T49-PB-ExpBlock2-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T49-ExpBlock2-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T49-ExpBlock2-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T49-ExpBlock2-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T49-ExpBlock2-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2049-ExpBlock2-CPS2-CU-T49-PB-225ms-RAW.csv,2049-ExpBlock2-CPS2-CU-T49-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2049-ExpBlock2-CPS2-CU-T49-PB-225ms-FIXATIONS.csv,2049-ExpBlock2-CPS2-CU-T49-PB-225ms-FIXATIONS.csv
CPS2-CU-T61-PC-Transfer,CPS2-CU-T61-PC,yes,2061Transfer,2061,20,61,CU,T61,Transfer,T61Transfer,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T61-PC-Transfer-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T61-PC-Transfer-fixations.csv,,,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2061-Transfer-CPS2-CU-T61-PC-225ms-RAW.csv,2061-Transfer-CPS2-CU-T61-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2061-Transfer-CPS2-CU-T61-PC-225ms-FIXATIONS.csv,2061-Transfer-CPS2-CU-T61-PC-225ms-FIXATIONS.csv
CPS2-ASU-T77-PD-Warmup,CPS2-ASU-T77-PD,yes,1077Warmup,1077,10,77,ASU,T77,Warmup,T77Warmup,PD,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T77-PD-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T77-PD-Warmup-fixations.csv,,,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1077-Warmup-CPS2-ASU-T77-PD-225ms-RAW.csv,1077-Warmup-CPS2-ASU-T77-PD-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1077-Warmup-CPS2-ASU-T77-PD-225ms-FIXATIONS.csv,1077-Warmup-CPS2-ASU-T77-PD-225ms-FIXATIONS.csv
CPS2-CU-T18-PA-ExpBlock2,CPS2-CU-T18-PA,yes,2018ExpBlock2,2018,20,18,CU,T18,ExpBlock2,T18ExpBlock2,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T18-PA-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T18-PA-ExpBlock2-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T18-ExpBlock2-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T18-ExpBlock2-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T18-ExpBlock2-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T18-ExpBlock2-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2018-ExpBlock2-CPS2-CU-T18-PA-225ms-RAW.csv,2018-ExpBlock2-CPS2-CU-T18-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2018-ExpBlock2-CPS2-CU-T18-PA-225ms-FIXATIONS.csv,2018-ExpBlock2-CPS2-CU-T18-PA-225ms-FIXATIONS.csv
CPS2-ASU-T68-PC-ExpBlock2,CPS2-ASU-T68-PC,yes,1068ExpBlock2,1068,10,68,ASU,T68,ExpBlock2,T68ExpBlock2,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T68-PC-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T68-PC-ExpBlock2-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T68-ExpBlock2-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T68-ExpBlock2-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T68-ExpBlock2-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T68-ExpBlock2-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1068-ExpBlock2-CPS2-ASU-T68-PC-225ms-RAW.csv,1068-ExpBlock2-CPS2-ASU-T68-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1068-ExpBlock2-CPS2-ASU-T68-PC-225ms-FIXATIONS.csv,1068-ExpBlock2-CPS2-ASU-T68-PC-225ms-FIXATIONS.csv
CPS2-ASU-T91-PA-ExpBlock2,CPS2-ASU-T91-PA,yes,1091ExpBlock2,1091,10,91,ASU,T91,ExpBlock2,T91ExpBlock2,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T91-PA-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T91-PA-ExpBlock2-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T91-ExpBlock2-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T91-ExpBlock2-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T91-ExpBlock2-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T91-ExpBlock2-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1091-ExpBlock2-CPS2-ASU-T91-PA-225ms-RAW.csv,1091-ExpBlock2-CPS2-ASU-T91-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1091-ExpBlock2-CPS2-ASU-T91-PA-225ms-FIXATIONS.csv,1091-ExpBlock2-CPS2-ASU-T91-PA-225ms-FIXATIONS.csv
CPS2-CU-T44-PB-Warmup,CPS2-CU-T44-PB,yes,2044Warmup,2044,20,44,CU,T44,Warmup,T44Warmup,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T44-PB-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T44-PB-Warmup-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T44-Warmup-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T44-Warmup-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T44-Warmup-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T44-Warmup-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2044-Warmup-CPS2-CU-T44-PB-225ms-RAW.csv,2044-Warmup-CPS2-CU-T44-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2044-Warmup-CPS2-CU-T44-PB-225ms-FIXATIONS.csv,2044-Warmup-CPS2-CU-T44-PB-225ms-FIXATIONS.csv
CPS2-ASU-T77-PA-ExpBlock1,CPS2-ASU-T77-PA,yes,1077ExpBlock1,1077,10,77,ASU,T77,ExpBlock1,T77ExpBlock1,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T77-PA-ExpBlock1-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T77-PA-ExpBlock1-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T77-ExpBlock1-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T77-ExpBlock1-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T77-ExpBlock1-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T77-ExpBlock1-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1077-ExpBlock1-CPS2-ASU-T77-PA-225ms-RAW.csv,1077-ExpBlock1-CPS2-ASU-T77-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1077-ExpBlock1-CPS2-ASU-T77-PA-225ms-FIXATIONS.csv,1077-ExpBlock1-CPS2-ASU-T77-PA-225ms-FIXATIONS.csv
CPS2-ASU-T37-PB-ExpBlock2,CPS2-ASU-T37-PB,yes,1037ExpBlock2,1037,10,37,ASU,T37,ExpBlock2,T37ExpBlock2,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T37-PB-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T37-PB-ExpBlock2-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T37-ExpBlock2-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T37-ExpBlock2-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T37-ExpBlock2-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T37-ExpBlock2-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1037-ExpBlock2-CPS2-ASU-T37-PB-225ms-RAW.csv,1037-ExpBlock2-CPS2-ASU-T37-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1037-ExpBlock2-CPS2-ASU-T37-PB-225ms-FIXATIONS.csv,1037-ExpBlock2-CPS2-ASU-T37-PB-225ms-FIXATIONS.csv
CPS2-CU-T38-PC-Transfer,CPS2-CU-T38-PC,yes,2038Transfer,2038,20,38,CU,T38,Transfer,T38Transfer,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T38-PC-Transfer-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T38-PC-Transfer-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T38-Transfer-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T38-Transfer-screen-partners-C.txt,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2038-Transfer-CPS2-CU-T38-PC-225ms-RAW.csv,2038-Transfer-CPS2-CU-T38-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2038-Transfer-CPS2-CU-T38-PC-225ms-FIXATIONS.csv,2038-Transfer-CPS2-CU-T38-PC-225ms-FIXATIONS.csv
CPS2-CU-T52-PD-Transfer,CPS2-CU-T52-PD,yes,2052Transfer,2052,20,52,CU,T52,Transfer,T52Transfer,PD,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T52-PD-Transfer-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T52-PD-Transfer-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T52-Transfer-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T52-Transfer-screen-partners-C.txt,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2052-Transfer-CPS2-CU-T52-PD-225ms-RAW.csv,2052-Transfer-CPS2-CU-T52-PD-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2052-Transfer-CPS2-CU-T52-PD-225ms-FIXATIONS.csv,2052-Transfer-CPS2-CU-T52-PD-225ms-FIXATIONS.csv
CPS2-CU-T32-PC-ExpBlock1,CPS2-CU-T32-PC,yes,2032ExpBlock1,2032,20,32,CU,T32,ExpBlock1,T32ExpBlock1,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T32-PC-ExpBlock1-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T32-PC-ExpBlock1-fixations.csv,,,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2032-ExpBlock1-CPS2-CU-T32-PC-225ms-RAW.csv,2032-ExpBlock1-CPS2-CU-T32-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2032-ExpBlock1-CPS2-CU-T32-PC-225ms-FIXATIONS.csv,2032-ExpBlock1-CPS2-CU-T32-PC-225ms-FIXATIONS.csv
CPS2-CU-T20-PA-Warmup,CPS2-CU-T20-PA,yes,2020Warmup,2020,20,20,CU,T20,Warmup,T20Warmup,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T20-PA-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T20-PA-Warmup-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T20-Warmup-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T20-Warmup-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T20-Warmup-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T20-Warmup-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2020-Warmup-CPS2-CU-T20-PA-225ms-RAW.csv,2020-Warmup-CPS2-CU-T20-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2020-Warmup-CPS2-CU-T20-PA-225ms-FIXATIONS.csv,2020-Warmup-CPS2-CU-T20-PA-225ms-FIXATIONS.csv
CPS2-CU-T16-PC-ExpBlock2,CPS2-CU-T16-PC,yes,2016ExpBlock2,2016,20,16,CU,T16,ExpBlock2,T16ExpBlock2,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T16-PC-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T16-PC-ExpBlock2-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T16-ExpBlock2-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T16-ExpBlock2-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T16-ExpBlock2-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T16-ExpBlock2-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2016-ExpBlock2-CPS2-CU-T16-PC-225ms-RAW.csv,2016-ExpBlock2-CPS2-CU-T16-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2016-ExpBlock2-CPS2-CU-T16-PC-225ms-FIXATIONS.csv,2016-ExpBlock2-CPS2-CU-T16-PC-225ms-FIXATIONS.csv
CPS2-ASU-T80-PA-ExpBlock1,CPS2-ASU-T80-PA,yes,1080ExpBlock1,1080,10,80,ASU,T80,ExpBlock1,T80ExpBlock1,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T80-PA-ExpBlock1-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T80-PA-ExpBlock1-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T80-ExpBlock1-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T80-ExpBlock1-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T80-ExpBlock1-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T80-ExpBlock1-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1080-ExpBlock1-CPS2-ASU-T80-PA-225ms-RAW.csv,1080-ExpBlock1-CPS2-ASU-T80-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1080-ExpBlock1-CPS2-ASU-T80-PA-225ms-FIXATIONS.csv,1080-ExpBlock1-CPS2-ASU-T80-PA-225ms-FIXATIONS.csv
CPS2-ASU-T66-PA-ExpBlock2,CPS2-ASU-T66-PA,yes,1066ExpBlock2,1066,10,66,ASU,T66,ExpBlock2,T66ExpBlock2,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T66-PA-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T66-PA-ExpBlock2-fixations.csv,,,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1066-ExpBlock2-CPS2-ASU-T66-PA-225ms-RAW.csv,1066-ExpBlock2-CPS2-ASU-T66-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1066-ExpBlock2-CPS2-ASU-T66-PA-225ms-FIXATIONS.csv,1066-ExpBlock2-CPS2-ASU-T66-PA-225ms-FIXATIONS.csv
CPS2-ASU-T13-PB-ExpBlock1,CPS2-ASU-T13-PB,yes,1013ExpBlock1,1013,10,13,ASU,T13,ExpBlock1,T13ExpBlock1,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T13-PB-ExpBlock1-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T13-PB-ExpBlock1-fixations.csv,,,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1013-ExpBlock1-CPS2-ASU-T13-PB-225ms-RAW.csv,1013-ExpBlock1-CPS2-ASU-T13-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1013-ExpBlock1-CPS2-ASU-T13-PB-225ms-FIXATIONS.csv,1013-ExpBlock1-CPS2-ASU-T13-PB-225ms-FIXATIONS.csv
